genres,danceability,energy,valence,tempo,cluster,cluster_dbscan,cluster_hc,Cluster_Label
"['french hip hop', 'pop urbaine', 'rap conscient', 'rap francais']",0.744,0.758,0.448,160.023,1,,,Mainstream / Party
"['french hip hop', 'pop urbaine', 'rap conscient', 'rap francais']",0.786,0.759,0.628,90.982,1,,,Mainstream / Party
['french hip hop'],0.894,0.566,0.711,120.053,1,,,Mainstream / Party
['rap francais'],0.866,0.438,0.42,145.979,1,,,Mainstream / Party
['danish electronic'],0.821,0.684,0.728,122.003,1,,,Mainstream / Party
['rap francais'],0.736,0.595,0.517,129.926,1,,,Mainstream / Party
['rap calme'],0.777,0.857,0.566,112.002,1,,,Mainstream / Party
['rap calme'],0.898,0.422,0.607,120.058,1,,,Mainstream / Party
['rap francais'],0.827,0.709,0.835,149.105,1,,,Mainstream / Party
['rap calme'],0.751,0.487,0.405,119.93,0,,,Instrumental / Acoustic
['rap calme'],0.825,0.542,0.898,129.999,2,,,Happy / Dance
['arab alternative'],0.716,0.334,0.158,98.022,0,,,Instrumental / Acoustic
['french hip hop'],0.879,0.534,0.317,137.991,1,,,Mainstream / Party
['rap calme'],0.753,0.574,0.456,125.028,1,,,Mainstream / Party
['rap calme'],0.785,0.528,0.197,120.012,0,,,Instrumental / Acoustic
"['rap calme', 'rap francais', 'rap liegeois']",0.732,0.722,0.204,109.971,1,,,Mainstream / Party
"['francoton', 'french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']",0.807,0.669,0.57,100.043,1,,,Mainstream / Party
['rap francais'],0.755,0.678,0.529,106.433,1,,,Mainstream / Party
['french pop'],0.783,0.44,0.291,115.019,0,,,Instrumental / Acoustic
"['french indie pop', 'french indietronica', 'new french touch']",0.733,0.734,0.952,144.494,1,,,Mainstream / Party
['rap calme'],0.849,0.202,0.851,93.15,2,,,Happy / Dance
['navajo'],0.806,0.117,0.552,87.422,0,,,Instrumental / Acoustic
['operetta'],0.787,0.132,0.716,128.37,0,,,Instrumental / Acoustic
['cosmic american'],0.706,0.394,0.7,92.449,0,,,Instrumental / Acoustic
['freestyle'],0.766,0.496,0.821,117.39,1,,,Mainstream / Party
['smooth jazz'],0.722,0.532,0.755,128.532,1,,,Mainstream / Party
['dance rock'],0.809,0.811,0.889,115.353,1,,,Mainstream / Party
['new jack swing'],0.733,0.781,0.869,114.181,1,,,Mainstream / Party
['new jack swing'],0.796,0.735,0.806,108.234,1,,,Mainstream / Party
['new jack swing'],0.788,0.778,0.596,106.273,1,,,Mainstream / Party
['new jack swing'],0.701,0.393,0.337,142.106,0,,,Instrumental / Acoustic
['outsider'],0.701,0.556,0.667,170.142,1,,,Mainstream / Party
['gospel'],0.814,0.918,0.732,105.86,1,,,Mainstream / Party
['classic soul'],0.711,0.502,0.806,98.317,1,,,Mainstream / Party
['girl group'],0.723,0.927,0.601,155.898,1,,,Mainstream / Party
['reggae fusion'],0.825,0.596,0.422,96.987,1,,,Mainstream / Party
['pop rap'],0.836,0.817,0.647,112.007,1,,,Mainstream / Party
['reggae rock'],0.742,0.716,0.887,105.004,1,,,Mainstream / Party
['swedish pop'],0.885,0.795,0.551,128.035,1,,,Mainstream / Party
['swedish pop'],0.858,0.785,0.54,127.939,1,,,Mainstream / Party
['sad rap'],0.824,0.448,0.565,129.989,0,,,Instrumental / Acoustic
"[""children's choir""]",0.774,0.672,0.855,121.672,1,,,Mainstream / Party
['brit funk'],0.879,0.753,0.962,122.827,1,,,Mainstream / Party
['brit funk'],0.744,0.757,0.927,127.085,1,,,Mainstream / Party
['post-disco'],0.792,0.637,0.865,121.851,1,,,Mainstream / Party
['lovers rock'],0.783,0.314,0.895,83.744,1,,,Mainstream / Party
['lovers rock'],0.744,0.318,0.746,96.559,1,,1.0,Mainstream / Party
['hardcore techno'],0.715,0.856,0.662,143.969,1,,,Mainstream / Party
['lovers rock'],0.795,0.209,0.658,82.714,1,,,Mainstream / Party
['lovers rock'],0.883,0.418,0.946,86.893,1,,,Mainstream / Party
['reggae fusion'],0.8,0.865,0.85,93.056,1,,,Mainstream / Party
['reggae fusion'],0.768,0.48,0.788,186.682,2,,,Happy / Dance
['football'],0.769,0.619,0.857,111.461,1,,,Mainstream / Party
['football'],0.777,0.482,0.979,118.05,1,,,Mainstream / Party
['uk garage'],0.887,0.883,0.981,132.259,1,,,Mainstream / Party
['uk garage'],0.81,0.909,0.952,126.933,1,,,Mainstream / Party
['classic house'],0.785,0.849,0.96,125.989,1,,,Mainstream / Party
['uk garage'],0.883,0.726,0.96,130.623,1,,,Mainstream / Party
['old school dancehall'],0.826,0.508,0.91,81.564,1,,,Mainstream / Party
['uk garage'],0.751,0.892,0.787,137.859,1,,,Mainstream / Party
['hollywood'],0.767,0.73,0.959,129.971,1,,,Mainstream / Party
['grime'],0.821,0.904,0.808,139.986,1,,,Mainstream / Party
['uk funky'],0.888,0.865,0.679,129.968,1,,,Mainstream / Party
['uk post-hardcore'],0.768,0.663,0.666,144.993,1,,,Mainstream / Party
"[""children's music""]",0.701,0.453,0.92,108.448,1,,,Mainstream / Party
"[""british children's music""]",0.831,0.147,0.777,124.994,0,,,Instrumental / Acoustic
['uk reggae'],0.819,0.666,0.725,140.025,1,,,Mainstream / Party
['deep tropical house'],0.742,0.747,0.0906,118.081,1,,,Mainstream / Party
"['afroswing', 'uk hip hop']",0.751,0.579,0.322,116.732,1,,,Mainstream / Party
['uk hip hop'],0.858,0.867,0.247,139.941,1,,,Mainstream / Party
['uk hip hop'],0.786,0.486,0.497,105.002,1,,,Mainstream / Party
['uk hip hop'],0.736,0.52,0.262,94.286,1,,,Mainstream / Party
"['london rap', 'uk alternative hip hop', 'uk drill', 'uk hip hop']",0.858,0.363,0.908,130.205,1,,,Mainstream / Party
['dutch edm'],0.812,0.634,0.463,124.074,1,,,Mainstream / Party
['uk alternative hip hop'],0.941,0.432,0.93,135.013,1,,,Mainstream / Party
['la pop'],0.794,0.686,0.759,98.05,1,,,Mainstream / Party
['indie hip hop'],0.822,0.701,0.698,130.99,1,,,Mainstream / Party
['indie hip hop'],0.76,0.889,0.665,129.961,1,,,Mainstream / Party
['uk drill'],0.818,0.43,0.862,143.064,1,,,Mainstream / Party
['uk drill'],0.896,0.578,0.934,136.931,1,,,Mainstream / Party
['chamame'],0.74,0.277,0.816,121.702,0,,,Instrumental / Acoustic
['chamame'],0.766,0.447,0.849,134.983,1,,,Mainstream / Party
['chamame'],0.715,0.396,0.639,110.242,0,,,Instrumental / Acoustic
['cumbia santafesina'],0.772,0.472,0.9,98.834,1,,,Mainstream / Party
['cumbia santafesina'],0.721,0.538,0.891,118.185,1,,,Mainstream / Party
['cumbia santafesina'],0.72,0.556,0.928,113.404,1,,,Mainstream / Party
['cumbia santafesina'],0.725,0.612,0.809,103.081,1,,,Mainstream / Party
['cumbia santafesina'],0.735,0.601,0.888,127.49,1,,,Mainstream / Party
['cumbia santafesina'],0.706,0.55,0.798,96.016,1,,,Mainstream / Party
['cumbia santafesina'],0.761,0.56,0.923,95.708,1,,,Mainstream / Party
['cumbia santafesina'],0.794,0.594,0.969,115.358,1,,,Mainstream / Party
['cumbia santafesina'],0.792,0.513,0.961,117.826,1,,,Mainstream / Party
['chamame'],0.785,0.292,0.751,101.803,0,,,Instrumental / Acoustic
['chamame'],0.706,0.751,0.913,119.785,1,,,Mainstream / Party
[],0.744,0.358,0.521,122.821,1,,,Mainstream / Party
['cumbia villera'],0.782,0.723,0.963,100.046,1,,,Mainstream / Party
['cumbia villera'],0.764,0.758,0.939,130.068,1,,,Mainstream / Party
['chamame'],0.713,0.47,0.908,156.51,1,,,Mainstream / Party
['chamame'],0.764,0.633,0.99,170.236,1,,,Mainstream / Party
['cuarteto'],0.772,0.652,0.96,138.669,1,,,Mainstream / Party
['cuarteto'],0.718,0.715,0.678,126.006,1,,,Mainstream / Party
['cuarteto'],0.714,0.767,0.917,130.684,1,,,Mainstream / Party
['cuarteto'],0.83,0.737,0.968,140.065,1,,,Mainstream / Party
['folklore argentino'],0.852,0.633,0.63,107.493,1,,,Mainstream / Party
['folklore argentino'],0.777,0.149,0.374,124.267,0,,,Instrumental / Acoustic
['cumbia villera'],0.71,0.867,0.844,97.126,1,,,Mainstream / Party
['cuarteto'],0.754,0.806,0.927,150.04,1,,,Mainstream / Party
['cuarteto'],0.702,0.944,0.888,147.275,1,,,Mainstream / Party
['cumbia villera'],0.734,0.836,0.683,96.538,1,,,Mainstream / Party
['musica para ninos'],0.749,0.445,0.872,115.96,2,,,Happy / Dance
['cumbia santafesina'],0.722,0.667,0.663,89.969,1,,,Mainstream / Party
['cumbia santafesina'],0.74,0.698,0.805,133.817,1,,,Mainstream / Party
['chamame'],0.798,0.824,0.92,117.975,1,,,Mainstream / Party
['cuarteto'],0.757,0.855,0.805,167.565,1,,,Mainstream / Party
['cumbia villera'],0.72,0.747,0.836,164.05,1,,,Mainstream / Party
['cumbia villera'],0.716,0.726,0.9,87.006,1,,,Mainstream / Party
['cumbia villera'],0.749,0.727,0.843,90.073,1,,,Mainstream / Party
['cumbia lagunera'],0.702,0.78,0.901,91.006,1,,,Mainstream / Party
['folklore argentino'],0.708,0.788,0.444,97.423,1,,,Mainstream / Party
['cumbia villera'],0.829,0.595,0.819,86.924,1,,,Mainstream / Party
['folklore argentino'],0.709,0.625,0.569,129.98,1,,,Mainstream / Party
['folklore argentino'],0.743,0.532,0.724,142.674,1,,,Mainstream / Party
['folclore salteno'],0.719,0.615,0.562,97.381,1,,,Mainstream / Party
['cumbia santafesina'],0.74,0.701,0.806,96.006,1,,,Mainstream / Party
['cumbia santafesina'],0.71,0.758,0.762,107.012,1,,,Mainstream / Party
['cumbia santafesina'],0.777,0.811,0.945,97.096,1,,,Mainstream / Party
['reggae cover'],0.786,0.607,0.708,121.911,1,,,Mainstream / Party
['reggae cover'],0.785,0.789,0.936,124.97,1,,,Mainstream / Party
['cuarteto'],0.752,0.813,0.927,140.003,1,,,Mainstream / Party
['cumbia pop'],0.93,0.648,0.933,96.986,1,,,Mainstream / Party
['cumbia villera'],0.788,0.549,0.961,87.023,1,,,Mainstream / Party
['cumbia villera'],0.829,0.595,0.819,86.924,1,,,Mainstream / Party
['cumbia villera'],0.721,0.755,0.782,83.95,1,,1.0,Mainstream / Party
['cumbia pop'],0.888,0.598,0.409,99.972,1,,,Mainstream / Party
['argentine hip hop'],0.841,0.442,0.432,85.957,1,,,Mainstream / Party
['rkt'],0.82,0.857,0.549,92.013,1,,,Mainstream / Party
['argentine hip hop'],0.797,0.412,0.579,84.856,1,,,Mainstream / Party
['cumbia villera'],0.79,0.446,0.843,89.0,1,,,Mainstream / Party
['cumbia pop'],0.898,0.795,0.53,100.03,1,,,Mainstream / Party
['nueva ola chilena'],0.749,0.866,0.972,90.523,1,,,Mainstream / Party
['folklore chileno'],0.701,0.401,0.559,143.237,0,,,Instrumental / Acoustic
['nueva ola chilena'],0.729,0.578,0.942,102.865,1,,,Mainstream / Party
['nueva cancion'],0.713,0.528,0.349,122.232,1,,,Mainstream / Party
['cumbia ranchera'],0.824,0.44,0.964,117.243,1,,,Mainstream / Party
['cumbia ranchera'],0.782,0.385,0.961,111.508,1,,,Mainstream / Party
['cumbia ranchera'],0.744,0.469,0.943,122.556,1,,,Mainstream / Party
[],0.747,0.482,0.655,108.192,1,,,Mainstream / Party
['cumbia ranchera'],0.769,0.6,0.875,109.097,1,,,Mainstream / Party
['cumbia ranchera'],0.712,0.482,0.852,111.279,1,,,Mainstream / Party
['cumbia ranchera'],0.738,0.491,0.963,113.106,1,,,Mainstream / Party
['cumbia ranchera'],0.742,0.75,0.942,147.099,1,,,Mainstream / Party
['cumbia ranchera'],0.714,0.712,0.924,140.149,1,,,Mainstream / Party
['cumbia ranchera'],0.712,0.73,0.929,145.054,1,,,Mainstream / Party
['cumbia ranchera'],0.704,0.754,0.878,152.09,1,,,Mainstream / Party
['cumbia ranchera'],0.748,0.781,0.899,148.091,1,,,Mainstream / Party
['cumbia ranchera'],0.716,0.784,0.924,150.008,1,,,Mainstream / Party
['cumbia ranchera'],0.771,0.764,0.967,135.19,1,,,Mainstream / Party
['cumbia ranchera'],0.724,0.709,0.939,154.16,1,,,Mainstream / Party
['cumbia ranchera'],0.763,0.524,0.964,132.136,1,,,Mainstream / Party
['classic house'],0.784,0.626,0.929,122.455,1,,,Mainstream / Party
['cumbia ranchera'],0.743,0.66,0.813,109.984,1,,,Mainstream / Party
['cumbia ranchera'],0.823,0.653,0.941,110.024,1,,,Mainstream / Party
['cumbia ranchera'],0.726,0.576,0.848,113.874,1,,,Mainstream / Party
['cumbia ranchera'],0.733,0.485,0.938,112.063,1,,,Mainstream / Party
['cumbia ranchera'],0.719,0.704,0.712,105.476,1,,,Mainstream / Party
['cumbia ranchera'],0.74,0.781,0.64,112.643,1,,,Mainstream / Party
['rap chileno'],0.712,0.925,0.545,94.018,1,,,Mainstream / Party
['rap chileno'],0.757,0.743,0.318,90.07,1,,,Mainstream / Party
[],0.734,0.95,0.901,123.988,1,,,Mainstream / Party
[],0.705,0.956,0.379,110.023,1,,,Mainstream / Party
['nueva cancion'],0.781,0.263,0.815,84.013,1,,,Mainstream / Party
['cumbia ranchera'],0.81,0.669,0.931,96.989,1,,,Mainstream / Party
['cumbia ranchera'],0.864,0.405,0.963,130.854,1,,,Mainstream / Party
['classic portuguese pop'],0.859,0.9,0.652,144.062,1,,,Mainstream / Party
"['aggro chileno', 'chilean rock', 'latin rock', 'nueva cancion', 'punk chileno']",0.724,0.871,0.816,130.025,1,,,Mainstream / Party
"['aggro chileno', 'chilean rock', 'latin rock', 'nueva cancion', 'punk chileno']",0.81,0.844,0.966,92.493,1,,,Mainstream / Party
['cumbia ranchera'],0.738,0.869,0.93,110.831,1,,,Mainstream / Party
['cumbia ranchera'],0.719,0.893,0.846,110.897,1,,1.0,Mainstream / Party
['rap chileno'],0.84,0.646,0.917,92.071,1,,,Mainstream / Party
['rap chileno'],0.762,0.687,0.709,94.864,1,,,Mainstream / Party
['rap chileno'],0.716,0.893,0.736,87.946,1,,,Mainstream / Party
['rap chileno'],0.801,0.533,0.618,85.921,1,,,Mainstream / Party
['rap chileno'],0.719,0.672,0.777,93.472,1,,,Mainstream / Party
['pop chileno'],0.734,0.899,0.886,132.023,1,,,Mainstream / Party
['pop chileno'],0.721,0.792,0.874,93.967,1,,1.0,Mainstream / Party
['pop chileno'],0.77,0.453,0.917,173.937,1,,,Mainstream / Party
"['cumbia chilena', 'cumbia ranchera']",0.747,0.813,0.943,95.026,1,,,Mainstream / Party
"['cumbia chilena', 'cumbia ranchera']",0.704,0.78,0.893,94.954,1,,,Mainstream / Party
['rap chileno'],0.78,0.584,0.728,88.012,1,,,Mainstream / Party
['rap chileno'],0.778,0.77,0.809,101.521,2,,,Happy / Dance
['rap chileno'],0.752,0.618,0.961,91.026,1,,,Mainstream / Party
['reggaeton chileno'],0.737,0.872,0.657,96.002,1,,,Mainstream / Party
['rap chileno'],0.746,0.836,0.932,93.385,1,,,Mainstream / Party
['rap chileno'],0.756,0.668,0.952,93.208,1,,,Mainstream / Party
['reggaeton chileno'],0.761,0.909,0.555,99.999,1,,,Mainstream / Party
['reggaeton flow'],0.786,0.749,0.746,93.014,1,,,Mainstream / Party
['rap chileno'],0.793,0.653,0.793,92.047,1,,,Mainstream / Party
"['cumbia chilena', 'cumbia ranchera']",0.851,0.743,0.976,144.178,1,,,Mainstream / Party
"['cumbia chilena', 'cumbia ranchera']",0.783,0.743,0.96,149.154,1,,,Mainstream / Party
"['cumbia chilena', 'cumbia ranchera']",0.784,0.731,0.96,74.564,1,,,Mainstream / Party
"['cumbia chilena', 'cumbia ranchera']",0.754,0.723,0.961,74.586,1,,,Mainstream / Party
"['cumbia chilena', 'cumbia ranchera']",0.841,0.553,0.97,140.287,1,,,Mainstream / Party
"['cumbia chilena', 'cumbia ranchera']",0.8,0.611,0.97,142.195,1,,,Mainstream / Party
"['cumbia chilena', 'cumbia ranchera']",0.821,0.792,0.878,144.915,1,,,Mainstream / Party
"['cumbia chilena', 'cumbia ranchera']",0.796,0.836,0.911,145.911,1,,,Mainstream / Party
"['cumbia chilena', 'cumbia ranchera']",0.832,0.843,0.837,140.025,1,,,Mainstream / Party
"['cumbia chilena', 'cumbia ranchera']",0.801,0.65,0.933,146.178,1,,,Mainstream / Party
"['cumbia chilena', 'cumbia ranchera']",0.725,0.654,0.924,146.201,1,,,Mainstream / Party
"['cumbia chilena', 'cumbia ranchera']",0.819,0.796,0.886,144.964,1,,,Mainstream / Party
['cumbia ranchera'],0.783,0.513,0.939,125.871,1,,,Mainstream / Party
['rap chileno'],0.783,0.877,0.841,130.276,1,,,Mainstream / Party
['cumbia chilena'],0.886,0.49,0.966,130.025,1,,,Mainstream / Party
['cumbia chilena'],0.854,0.487,0.918,131.045,1,,,Mainstream / Party
['cumbia chilena'],0.797,0.437,0.939,90.022,1,,,Mainstream / Party
['rap chileno'],0.732,0.76,0.662,85.025,1,,,Mainstream / Party
['rap chileno'],0.822,0.72,0.821,93.381,2,,,Happy / Dance
['cumbia ranchera'],0.775,0.744,0.967,138.033,1,,,Mainstream / Party
['cumbia ranchera'],0.818,0.675,0.913,143.048,1,,,Mainstream / Party
['cumbia ranchera'],0.711,0.685,0.961,142.079,1,,,Mainstream / Party
['cumbia ranchera'],0.757,0.743,0.916,138.951,1,,,Mainstream / Party
['cumbia ranchera'],0.718,0.796,0.939,139.097,1,,,Mainstream / Party
['cumbia ranchera'],0.713,0.766,0.919,145.158,1,,,Mainstream / Party
['cumbia ranchera'],0.73,0.78,0.973,142.035,1,,,Mainstream / Party
['cumbia ranchera'],0.713,0.696,0.806,122.02,1,,,Mainstream / Party
['rap chileno'],0.903,0.677,0.936,90.932,1,,,Mainstream / Party
"['latin pop', 'pop chileno']",0.703,0.381,0.385,124.003,0,,,Instrumental / Acoustic
['cumbia ranchera'],0.823,0.675,0.968,126.962,1,,,Mainstream / Party
['cumbia ranchera'],0.841,0.679,0.975,128.071,1,,,Mainstream / Party
['cumbia ranchera'],0.856,0.562,0.935,128.057,1,,,Mainstream / Party
['cumbia ranchera'],0.855,0.723,0.972,128.025,1,,,Mainstream / Party
['cumbia ranchera'],0.867,0.657,0.837,128.014,1,,,Mainstream / Party
['cumbia ranchera'],0.731,0.871,0.804,101.981,1,,,Mainstream / Party
['cumbia ranchera'],0.784,0.848,0.321,94.95,1,,,Mainstream / Party
['cumbia ranchera'],0.808,0.789,0.667,114.989,1,,,Mainstream / Party
['rap chileno'],0.712,0.678,0.421,90.455,1,,,Mainstream / Party
[],0.72,0.567,0.962,108.887,1,,,Mainstream / Party
['folklore boliviano'],0.74,0.498,0.762,89.162,1,,,Mainstream / Party
['folklore boliviano'],0.708,0.675,0.528,118.068,1,,,Mainstream / Party
['folklore boliviano'],0.714,0.792,0.653,127.183,1,,,Mainstream / Party
['folklore boliviano'],0.745,0.568,0.814,120.236,1,,,Mainstream / Party
['folklore boliviano'],0.752,0.527,0.712,119.7,1,,,Mainstream / Party
['folklore boliviano'],0.8,0.503,0.772,116.342,1,,,Mainstream / Party
['folklore boliviano'],0.781,0.483,0.934,117.155,1,,,Mainstream / Party
['folklore boliviano'],0.754,0.478,0.905,116.098,1,,,Mainstream / Party
['folklore boliviano'],0.73,0.521,0.911,124.001,1,,,Mainstream / Party
['folklore boliviano'],0.729,0.517,0.81,126.524,1,,,Mainstream / Party
['folklore boliviano'],0.716,0.412,0.0767,122.997,0,,,Instrumental / Acoustic
['folklore boliviano'],0.711,0.427,0.14,121.691,0,,,Instrumental / Acoustic
['folklore boliviano'],0.728,0.429,0.0957,117.724,0,,,Instrumental / Acoustic
['folklore boliviano'],0.741,0.565,0.654,118.731,1,,,Mainstream / Party
['folklore boliviano'],0.728,0.325,0.616,119.545,0,,,Instrumental / Acoustic
['folklore boliviano'],0.787,0.184,0.842,81.909,0,,,Instrumental / Acoustic
['folklore boliviano'],0.729,0.383,0.931,120.707,0,,,Instrumental / Acoustic
['folklore boliviano'],0.722,0.379,0.528,80.3,0,,,Instrumental / Acoustic
['folklore boliviano'],0.742,0.804,0.954,141.564,1,,,Mainstream / Party
['brega'],0.868,0.425,0.926,115.56,1,,,Mainstream / Party
['folklore boliviano'],0.718,0.468,0.967,155.016,1,,,Mainstream / Party
['folklore boliviano'],0.726,0.347,0.917,80.489,0,,,Instrumental / Acoustic
['folklore boliviano'],0.749,0.284,0.816,137.87,0,,,Instrumental / Acoustic
['folklore boliviano'],0.708,0.582,0.97,155.034,1,,,Mainstream / Party
['folklore boliviano'],0.715,0.42,0.902,92.258,0,,,Instrumental / Acoustic
['folklore boliviano'],0.78,0.35,0.913,82.645,0,,,Instrumental / Acoustic
['folklore boliviano'],0.71,0.602,0.951,97.721,1,,,Mainstream / Party
['folklore boliviano'],0.789,0.552,0.967,92.888,1,,,Mainstream / Party
['folklore boliviano'],0.743,0.294,0.724,77.069,0,,,Instrumental / Acoustic
['folklore boliviano'],0.722,0.28,0.774,117.691,0,,,Instrumental / Acoustic
['folklore boliviano'],0.741,0.261,0.879,124.706,0,,,Instrumental / Acoustic
['folklore boliviano'],0.727,0.342,0.367,114.733,0,,,Instrumental / Acoustic
['folklore boliviano'],0.759,0.765,0.772,110.158,1,,,Mainstream / Party
['folklore boliviano'],0.766,0.421,0.272,127.444,0,,,Instrumental / Acoustic
['folklore boliviano'],0.745,0.45,0.9,121.491,1,,,Mainstream / Party
['folklore boliviano'],0.761,0.438,0.425,122.121,0,,,Instrumental / Acoustic
['folklore boliviano'],0.804,0.449,0.823,123.341,1,,,Mainstream / Party
['folklore boliviano'],0.748,0.508,0.964,132.312,1,,1.0,Mainstream / Party
['folklore boliviano'],0.811,0.372,0.701,128.969,1,,,Mainstream / Party
['folklore boliviano'],0.751,0.355,0.923,89.615,1,,,Mainstream / Party
['folklore boliviano'],0.818,0.372,0.513,127.656,0,,,Instrumental / Acoustic
['folklore boliviano'],0.735,0.311,0.723,135.184,0,,,Instrumental / Acoustic
['folklore boliviano'],0.817,0.319,0.814,130.297,1,,,Mainstream / Party
['folklore boliviano'],0.771,0.291,0.338,122.987,0,,,Instrumental / Acoustic
['folklore boliviano'],0.782,0.396,0.474,123.938,0,,0.0,Instrumental / Acoustic
['folklore boliviano'],0.799,0.371,0.754,121.001,0,,,Instrumental / Acoustic
['cumbia boliviana'],0.713,0.749,0.895,86.421,1,,,Mainstream / Party
['cumbia boliviana'],0.816,0.579,0.849,96.569,1,,,Mainstream / Party
['cumbia boliviana'],0.733,0.566,0.887,93.872,1,,,Mainstream / Party
['cumbia boliviana'],0.769,0.723,0.953,97.007,1,,,Mainstream / Party
['cumbia boliviana'],0.706,0.771,0.961,107.612,1,,,Mainstream / Party
['cumbia boliviana'],0.728,0.58,0.943,96.0,1,,,Mainstream / Party
['cumbia boliviana'],0.737,0.468,0.914,93.056,1,,,Mainstream / Party
['cumbia boliviana'],0.846,0.714,0.882,104.45,1,,,Mainstream / Party
['cumbia boliviana'],0.799,0.599,0.898,95.029,1,,,Mainstream / Party
['cumbia boliviana'],0.709,0.629,0.926,95.911,1,,,Mainstream / Party
['cumbia boliviana'],0.773,0.56,0.849,96.063,1,,,Mainstream / Party
['cumbia boliviana'],0.714,0.597,0.922,93.296,1,,,Mainstream / Party
['cumbia boliviana'],0.74,0.527,0.832,91.029,1,,,Mainstream / Party
['cumbia boliviana'],0.725,0.574,0.878,89.064,1,,,Mainstream / Party
['cumbia boliviana'],0.771,0.796,0.652,119.882,1,,,Mainstream / Party
['cumbia boliviana'],0.733,0.598,0.756,98.358,1,,,Mainstream / Party
[],0.765,0.58,0.853,86.313,1,,,Mainstream / Party
[],0.743,0.663,0.897,87.68,1,,,Mainstream / Party
[],0.751,0.566,0.951,95.527,1,,,Mainstream / Party
[],0.741,0.754,0.96,130.541,1,,,Mainstream / Party
['folklore boliviano'],0.703,0.348,0.711,119.571,0,,,Instrumental / Acoustic
['folklore boliviano'],0.732,0.347,0.671,114.126,1,,,Mainstream / Party
['folklore boliviano'],0.72,0.0742,0.767,120.64,0,,,Instrumental / Acoustic
['folklore boliviano'],0.718,0.826,0.862,108.737,1,,,Mainstream / Party
['folklore boliviano'],0.782,0.56,0.672,124.76,1,,,Mainstream / Party
['musica andina'],0.715,0.463,0.783,124.041,1,,,Mainstream / Party
['musica andina'],0.702,0.39,0.891,123.168,1,,,Mainstream / Party
['musica andina'],0.741,0.442,0.713,131.174,1,,,Mainstream / Party
['musica andina'],0.704,0.372,0.433,109.521,0,,,Instrumental / Acoustic
['folklore boliviano'],0.743,0.811,0.807,131.142,1,,,Mainstream / Party
['folklore boliviano'],0.761,0.446,0.904,110.856,1,,,Mainstream / Party
['cumbia boliviana'],0.757,0.577,0.733,133.565,1,,,Mainstream / Party
['folklore boliviano'],0.758,0.3,0.452,119.886,0,,,Instrumental / Acoustic
['folklore boliviano'],0.708,0.234,0.587,83.966,0,,,Instrumental / Acoustic
['cumbia boliviana'],0.705,0.602,0.926,86.045,1,,,Mainstream / Party
['cumbia boliviana'],0.863,0.573,0.9,100.03,1,,,Mainstream / Party
['folklore boliviano'],0.708,0.693,0.967,131.761,1,,,Mainstream / Party
['cumbia boliviana'],0.723,0.718,0.684,92.769,1,,,Mainstream / Party
['folklore boliviano'],0.739,0.89,0.382,144.999,1,,,Mainstream / Party
['bolivian rock'],0.769,0.605,0.648,115.248,1,,,Mainstream / Party
['bolivian rock'],0.8,0.623,0.733,122.031,1,,,Mainstream / Party
['bolivian rock'],0.73,0.679,0.604,127.094,1,,,Mainstream / Party
['bolivian rock'],0.795,0.682,0.784,120.09,1,,,Mainstream / Party
['bolivian rock'],0.808,0.513,0.931,110.194,1,,,Mainstream / Party
['bolivian rock'],0.732,0.612,0.776,150.168,1,,,Mainstream / Party
['bolivian rock'],0.791,0.905,0.819,195.178,1,,,Mainstream / Party
['bolivian rock'],0.867,0.674,0.758,93.512,1,,,Mainstream / Party
['bolivian rock'],0.95,0.671,0.931,110.609,1,,,Mainstream / Party
['bolivian rock'],0.912,0.713,0.675,117.696,1,,,Mainstream / Party
['bolivian rock'],0.71,0.873,0.833,93.533,1,,,Mainstream / Party
['bolivian rock'],0.906,0.716,0.667,92.52,1,,,Mainstream / Party
['bolivian rock'],0.811,0.713,0.73,172.85,1,,,Mainstream / Party
['bolivian rock'],0.831,0.574,0.787,87.978,1,,,Mainstream / Party
['bolivian rock'],0.891,0.56,0.892,102.048,1,,,Mainstream / Party
['bolivian rock'],0.808,0.528,0.876,110.033,1,,,Mainstream / Party
['bolivian rock'],0.718,0.711,0.888,180.082,1,,,Mainstream / Party
['bolivian rock'],0.808,0.635,0.302,102.048,1,,,Mainstream / Party
['bolivian rock'],0.862,0.554,0.846,143.993,1,,1.0,Mainstream / Party
['bolivian rock'],0.872,0.585,0.902,104.014,1,,,Mainstream / Party
['bolivian rock'],0.838,0.489,0.933,122.012,1,,,Mainstream / Party
['bolivian rock'],0.794,0.378,0.646,167.958,1,,,Mainstream / Party
['bolivian rock'],0.742,0.663,0.809,152.382,1,,,Mainstream / Party
['bolivian rock'],0.765,0.687,0.615,115.214,1,,,Mainstream / Party
['bolivian rock'],0.727,0.717,0.597,120.982,1,,,Mainstream / Party
['bolivian rock'],0.75,0.728,0.955,115.84,1,,,Mainstream / Party
['folklore boliviano'],0.713,0.609,0.942,116.784,1,,,Mainstream / Party
['folklore boliviano'],0.771,0.574,0.802,123.716,1,,,Mainstream / Party
['folklore boliviano'],0.747,0.582,0.781,111.396,1,,,Mainstream / Party
['folklore boliviano'],0.832,0.663,0.929,110.27,1,,,Mainstream / Party
['folklore boliviano'],0.787,0.613,0.893,112.108,1,,,Mainstream / Party
['folklore boliviano'],0.819,0.634,0.919,107.983,1,,,Mainstream / Party
